No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,clean_comment,Kode Label,Komentar_preprocessed,jumlah_kata,Kategori_Panjang
5327.0," @ferdyanlim9232  sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Mengandung ujaran kebencian terhadap kelompok berdasarkan agama dan etnis,,"@ferdyanlim9232 sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.",C3,"@ferdyanlim9232 sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.",66,>20 kata
3856.0,ini kenyataan termul idiot,Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,ini kenyataan termul idiot,C2,ini kenyataan termul idiot,4,1–5 kata
1229.0,"NEGARA KITA PASTI AKAN MENJADI MAJU DAN HEBAT DI MATA DUNIA ASALKAN YANG MEMIMPIN ANAK2 ASLI PRIBUMI INDONESIA, JADI MARI KITA SEMUA RAKYAT BERSATU DAN BERTEKAT UNTUK MENJAGA NKRI KITA INI AGAR SELALU DI PIMPIN OLEH ANAK2 ASLI PRIBUMI INDONESIA MENJADI PRESIDEN SEPERTI SELAMA INI, KITA JANGAN SAMPAI LENGAH DENGAN ANAK2 KETURUNAN BANGSA LAIN WALAU PUN SUDAH MENJADI WNI KARNA MEREKA AKAN SANGAT BERAMBISI JUGA UNTUK MENJADI PEMIMPIN DI NKRI KITA INI, KITA ANAK2 BANGSA ASLI PRIBUMI INDONESIA HARUS SELALU BERSATU DAN BERGOTONG ROYONG UNTUK MENJAGA NKRI KITA AGAR JANGAN SAMPAI DI PIMPIN OLEH ANAK2 KETURUNAN BANGSA LAIN. MERDEKA 🇮🇩 KU.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,,,"negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak2 asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak2 asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak2 keturunan bangsa lain walau pun sudah menjadi wni karna mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak2 bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak2 keturunan bangsa lain. merdeka 🇮🇩 ku.",C3,"negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak2 asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak2 asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak2 keturunan bangsa lain walau pun sudah menjadi wni karna mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak2 bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak2 keturunan bangsa lain. merdeka 🇮🇩 ku.",101,>20 kata
,yg kita takutnya itu teroris yang suda ada di tubuh TNI sama PORLI,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,yg kita takutnya itu teroris yang suda ada di tubuh tni sama porli,C4,yg kita takutnya itu teroris yang suda ada di tubuh tni sama porli,13,11–20 kata
2300.0,Terburuk iya..,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"belum terlihat dengan pasti siapa atau apa yang menjadi sasaran komentar, sehingga klasifikasi hukumnya masih belum meyakinkan",,terburuk iya..,C4,terburuk iya..,2,1–5 kata
5884.0,Bang Firli ini seorang Bandit atau Mafia yg betul betul profesor mafia,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Menyebut individu sebagai bandit dan mafia.,,bang firli ini seorang bandit atau mafia yg betul betul profesor mafia,C3,bang firli ini seorang bandit atau mafia yg betul betul profesor mafia,12,11–20 kata
7211.0," @sobatnu7078  INI ORANG DARI PARTAI SILIT IRENG SEJATINYA ANTI PANCASILA DAN ISLAMOPHOBIA, ORANG INI MENGATAKAN PARTAINYA MENOLAK SEGALA HUKUM YANG BERSUMBER DARI AGAMA. JADI ORANG INI KAYAK ATHEIS, BANYAK PENGAMAT MENYEBUTKAN BAHWA PSI ADALAH PARTAI PKI MUDA.

DAN TAUKAH ANDA BAHWA PARTAI INI JUGA MENDUKUNG LGBT DENGAN ALASAN HAM

BAGI UMAT ISLAM, PSI, KADER & ANGGOTA²NYA HARAM UNTUK DI PILIH ATAU DI JADIKAN PEMIMPIN.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,"Menuduh PSI anti-Pancasila, Islamofobia, PKI muda, dan menyerukan umat Islam tidak memilihnya.",,"@sobatnu7078 ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini kayak atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin.",C3,"@sobatnu7078 ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini kayak atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin.",64,>20 kata
7166.0,"Pemimpin PSI saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali Grac",Konten ofensif,Kritik atau opini negatif,,Kritik terhadap budaya politik PSI yang dianggap gemar mengghibah.,,"pemimpin psi saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali grac",C1,"pemimpin psi saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali grac",18,11–20 kata
1381.0,"MBG gila banget sih, 1 orang vendor punya minimal 30 dapur! Gong bangettt!!

Baru setahun efek mbg emang udah kerasa bangettt, harga bahan pokok makin mahal. Ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!!

Apa itu gratis?! Kagak! Anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! Kocak si Wowo!

Stop juga BLT!",Konten ofensif,Konten ofensif,,,,"mbg gila banget sih, 1 orang vendor punya minimal 30 dapur! gong bangettt!! baru setahun efek mbg emang udah kerasa bangettt, harga bahan pokok makin mahal. ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!! apa itu gratis?! kagak! anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! kocak si wowo! stop juga blt!",C2,"mbg gila banget sih, 1 orang vendor punya minimal 30 dapur! gong bangettt!! baru setahun efek mbg emang udah kerasa bangettt, harga bahan pokok makin mahal. ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!! apa itu gratis?! kagak! anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! kocak si wowo! stop juga blt!",60,>20 kata
7018.0,"Jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin Indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga",Ambigu atau konteks tidak cukup,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Tuduhan bahwa Jokowi menerapkan sistem yang menguntungkan oligarki.,,"jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga",C3,"jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga",27,>20 kata
4657.0, @gz6568  PKI ketika jadi jendral maka mereka akan kudeta presiden dan mereka akan rebut Indonesia,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"pernyataan ini tidak sekadar kritik, karena ada unsur serangan terhadap pribadi seseorang yang menjadi sasaran langsung komentar",,@gz6568 pki ketika jadi jendral maka mereka akan kudeta presiden dan mereka akan rebut indonesia,C3,@gz6568 pki ketika jadi jendral maka mereka akan kudeta presiden dan mereka akan rebut indonesia,15,11–20 kata
2717.0,Liat MD universe soal Haji Islam lbh details,Konten ofensif,Konten ofensif,,"terdapat ungkapan yang kurang pantas dalam komentar, namun substansinya belum memenuhi unsur hukum yang lebih spesifik",,liat md universe soal haji islam lbh details,C2,liat md universe soal haji islam lbh details,8,6–10 kata
2784.0,"Tunjangan nya per hari 3jt x 30 hari udah 90jt per orang ,seandaikan ada 200 anggota DPR 90jt x 200 udah 18M itu perbulan, sedangkan buat rakyat mana",Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,"tunjangan nya per hari 3jt x 30 hari udah 90jt per orang ,seandaikan ada 200 anggota dpr 90jt x 200 udah 18m itu perbulan, sedangkan buat rakyat mana",C2,"tunjangan nya per hari 3jt x 30 hari udah 90jt per orang ,seandaikan ada 200 anggota dpr 90jt x 200 udah 18m itu perbulan, sedangkan buat rakyat mana",28,>20 kata
2819.0,"Kerja _ kerja buat TKA ,orang pribumi PHK . Pemimpin janji doang . Ujung "" bohong.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"komentar menunjukkan serangan yang lebih kuat daripada sekadar opini negatif, namun belum cukup informasi untuk memastikan kategori pasal yang digunakan",,"kerja _ kerja buat tka ,orang pribumi phk . pemimpin janji doang . ujung "" bohong.",C3,"kerja _ kerja buat tka ,orang pribumi phk . pemimpin janji doang . ujung "" bohong.",16,11–20 kata
2523.0,MEREKA JG TIDAK BUTUH SAMPAH MASYARAKAT KYK KAMU 👎,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"komentar ini lebih tepat dimasukkan sebagai konten ofensif karena bahasanya menyerang, tetapi belum terlihat unsur kebencian atau penghinaan yang spesifik",,mereka jg tidak butuh sampah masyarakat kyk kamu 👎,C2,mereka jg tidak butuh sampah masyarakat kyk kamu 👎,9,6–10 kata
4977.0,"Iya, komennya pada aneh aneh memojokkan polisi, padahal kita harus menilai secara utuh namanya aja rapat dengar pendapat, pihak polisi sedang menerangkan alasan kenapa dipecat sebagai siwa spn, walaupun kinerja kepolisian saat ini sedang jadi sorotan, bukan berarti semua harus dicap buruk ya",Konten ofensif,Konten ofensif,,"ungkapan dalam komentar cukup ofensif, tetapi sasaran dan konteksnya tidak memenuhi indikator Pasal 27A atau Pasal 28 Ayat (2)",,"iya, komennya pada aneh aneh memojokkan polisi, padahal kita harus menilai secara utuh namanya aja rapat dengar pendapat, pihak polisi sedang menerangkan alasan kenapa dipecat sebagai siwa spn, walaupun kinerja kepolisian saat ini sedang jadi sorotan, bukan berarti semua harus dicap buruk ya",C2,"iya, komennya pada aneh aneh memojokkan polisi, padahal kita harus menilai secara utuh namanya aja rapat dengar pendapat, pihak polisi sedang menerangkan alasan kenapa dipecat sebagai siwa spn, walaupun kinerja kepolisian saat ini sedang jadi sorotan, bukan berarti semua harus dicap buruk ya",43,>20 kata
4596.0,Lu mau protes Sono ke makam pahlawan yg berjuang merdeka an Indonesia ...MPR tuh pemerintah Indonesia tertinggi ditetapkan zaman presiden Soekarno disidang BPUPKI...MPR > presiden/wakil > DPA> DPR> BPK > M.A > DPD,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,lu mau protes sono ke makam pahlawan yg berjuang merdeka an indonesia ...mpr tuh pemerintah indonesia tertinggi ditetapkan zaman presiden soekarno disidang bpupki...mpr > presiden/wakil > dpa> dpr> bpk > m.a > dpd,C3,lu mau protes sono ke makam pahlawan yg berjuang merdeka an indonesia ...mpr tuh pemerintah indonesia tertinggi ditetapkan zaman presiden soekarno disidang bpupki...mpr > presiden/wakil > dpa> dpr> bpk > m.a > dpd,33,>20 kata
,Sulit cari org yg paham dgn ilmu kehidupan yg di praktekkan ahok.,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,sulit cari org yg paham dgn ilmu kehidupan yg di praktekkan ahok.,C4,sulit cari org yg paham dgn ilmu kehidupan yg di praktekkan ahok.,12,11–20 kata
378.0,Parah parah pempin rakyat Indonesia ini paling parah .dah pa mending mundur aja.rakyat indonesia.dah ga simpatik sama bapak,Kritik atau opini negatif,Kritik atau opini negatif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi kritik atau opini negatif mengenai isi komentar. Tidak ada individu tertentu yang dituduh melakukan perbuatan konkret dan tidak ada hasutan kebencian berbasis identitas, sehingga tidak terindikasi kedua pasal.
",,parah parah pempin rakyat indonesia ini paling parah .dah pa mending mundur aja.rakyat indonesia.dah ga simpatik sama bapak,C1,parah parah pempin rakyat indonesia ini paling parah .dah pa mending mundur aja.rakyat indonesia.dah ga simpatik sama bapak,18,11–20 kata
7382.0,"Revolusi mental bapaknya, idiot pun jadi😅",Konten ofensif,Konten ofensif,,Sindiran terhadap Revolusi Mental.,,"revolusi mental bapaknya, idiot pun jadi😅",C2,"revolusi mental bapaknya, idiot pun jadi😅",6,6–10 kata
3072.0," @spookyzone5702  bukan begitu broo... jika ada anak-cucu keturunan komunis pki bisa bahaya, krn dari dulu pki itu musuh besar TNI yg tercatat di sejarah nkri dan ada monumen peringatan utk mengenangnya.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"sasaran komentar tampak jelas mengarah ke individu tertentu dan terdapat ungkapan yang merendahkan atau menyerang kehormatannya, sehingga masuk ranah Pasal 27A",,"@spookyzone5702 bukan begitu broo... jika ada anak-cucu keturunan komunis pki bisa bahaya, krn dari dulu pki itu musuh besar tni yg tercatat di sejarah nkri dan ada monumen peringatan utk mengenangnya.",C3,"@spookyzone5702 bukan begitu broo... jika ada anak-cucu keturunan komunis pki bisa bahaya, krn dari dulu pki itu musuh besar tni yg tercatat di sejarah nkri dan ada monumen peringatan utk mengenangnya.",31,>20 kata
3039.0,😁😁👍🙏,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,makna komentar belum bisa dipastikan tanpa mengetahui konteks percakapan atau sasaran yang dimaksud,,😁😁👍🙏,C4,😁😁👍🙏,1,1–5 kata
4724.0,"Karena ada presiden yg teriak ""Hiiiiiddduuuupppp.......!!!""",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"meskipun ada penilaian atau ekspresi pribadi, tidak ditemukan serangan yang cukup kuat untuk masuk kategori penghinaan atau kebencian",,"karena ada presiden yg teriak ""hiiiiiddduuuupppp.......!!!""",C0,"karena ada presiden yg teriak ""hiiiiiddduuuupppp.......!!!""",6,6–10 kata
6323.0,Kliatan muka dan senyum bengis nya si anis,Netral atau tidak terindikasi,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Penghinaan terhadap individu dengan menyebut karakter wajah atau ekspresi.,,kliatan muka dan senyum bengis nya si anis,C3,kliatan muka dan senyum bengis nya si anis,8,6–10 kata
3002.0,Salfok boneka nya jatuh sendiri,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"sasaran dan maksud pernyataan tidak cukup jelas, sehingga penilaiannya masih perlu melihat konteks sebelum dan sesudah komentar",,salfok boneka nya jatuh sendiri,C4,salfok boneka nya jatuh sendiri,5,1–5 kata
1798.0,AAMIIN,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,,,aamiin,C0,aamiin,1,1–5 kata
4668.0," @adikusuma4100   loh kan dalam pernyataannya Prabowo sudah menjawab pertanyaanmu ""...dan kalau hukum masih mengijinkan.."", pernyataan itu hasil kerja siapa? Presiden sendiri loh yang bilang jika mantan koruptor masih diberi kesempatan untuk nyaleg. Jawaban itu sebenernya telak, hanya saja Prabowo mampu menyampaikan pernyataannya secara elegan dan mampu mengontrol emosinya..",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,"@adikusuma4100 loh kan dalam pernyataannya prabowo sudah menjawab pertanyaanmu ""...dan kalau hukum masih mengijinkan.."", pernyataan itu hasil kerja siapa? presiden sendiri loh yang bilang jika mantan koruptor masih diberi kesempatan untuk nyaleg. jawaban itu sebenernya telak, hanya saja prabowo mampu menyampaikan pernyataannya secara elegan dan mampu mengontrol emosinya..",C3,"@adikusuma4100 loh kan dalam pernyataannya prabowo sudah menjawab pertanyaanmu ""...dan kalau hukum masih mengijinkan.."", pernyataan itu hasil kerja siapa? presiden sendiri loh yang bilang jika mantan koruptor masih diberi kesempatan untuk nyaleg. jawaban itu sebenernya telak, hanya saja prabowo mampu menyampaikan pernyataannya secara elegan dan mampu mengontrol emosinya..",48,>20 kata
