No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,Kode Label,jumlah_kata,jumlah_karakter,clean_comment,Komentar_clean,Komentar_preprocessed
259.0,Bilang teman anda yang Singapore  kejam nya sama Rakyat Konoha ....   ijazah kursus masakmu aja bisa jadi wapres,Ambigu atau konteks tidak cukup,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap isu ijazah atau riwayat pendidikan. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,18.0,112.0,bilang teman anda yang singapore kejam nya sama rakyat konoha .... ijazah kursus masakmu aja bisa jadi wapres,bilang teman anda yang singapore kejam nya sama rakyat konoha . ijazah kursus masakmu aja bisa jadi wapres,bilang teman anda yang singapore kejam nya sama rakyat konoha . ijazah kursus masakmu saja bisa jadi wapres
3009.0,Kayaknya anggota DPR perlu dikurangi aja deh,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,"ada kemungkinan komentar ini merupakan sindiran atau serangan, tetapi konteks yang tersedia belum mendukung kesimpulan tersebut",,C4,7.0,44.0,kayaknya anggota dpr perlu dikurangi aja deh,kayaknya anggota dpr perlu dikurangi aja deh,kayaknya anggota dpr perlu dikurangi saja deh
2247.0,PS Komplit kegagalannya.,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"komentar bernada menyalahkan atau kecewa, namun konteksnya masih berupa opini terhadap suatu persoalan dan belum memenuhi indikator penghinaan.",,C4,3.0,24.0,ps komplit kegagalannya.,ps komplit kegagalannya.,pas komplit kegagalannya.
3104.0,"Gw cuma bingung, yg dimaksus analisa atau asumsi kebencian itu seperti apa mksdnya, krn dr yg gw tangkap, ipda verren cuma menyampaikan hasil dr analisa wawancaranya yg ditambah dgn contoh utk menjelaskan analisa yg didapat, dan make sense bagi gw. Selain itu kalau dulu emg gagal masuk TNI lalu skrg dipecat dgn data2 yg disampaikan ipda verren ya wajar dong. Kecuali ortunya punya hasil analisis dr bbrp psikolog di rumah sakit berbeda utk mematahkan tudingan NPD atau psikopat itu td",Kritik atau opini negatif,Kritik atau opini negatif,,"nada komentarnya memang cukup keras, tetapi fokus utamanya masih pada ketidaksetujuan dan kritik terhadap pihak atau kebijakan yang dibahas",,C1,80.0,486.0,"gw cuma bingung, yg dimaksus analisa atau asumsi kebencian itu seperti apa mksdnya, krn dr yg gw tangkap, ipda verren cuma menyampaikan hasil dr analisa wawancaranya yg ditambah dgn contoh utk menjelaskan analisa yg didapat, dan make sense bagi gw. selain itu kalau dulu emg gagal masuk tni lalu skrg dipecat dgn data2 yg disampaikan ipda verren ya wajar dong. kecuali ortunya punya hasil analisis dr bbrp psikolog di rumah sakit berbeda utk mematahkan tudingan npd atau psikopat itu td","gw cuma bingung, yg dimaksus analisa atau asumsi kebencian itu seperti apa mksdnya, krn dr yg gw tangkap, ipda verren cuma menyampaikan hasil dr analisa wawancaranya yg ditambah dgn contoh utk menjelaskan analisa yg didapat, dan make sense bagi gw. selain itu kalau dulu emg gagal masuk tni lalu skrg dipecat dgn data2 yg disampaikan ipda verren ya wajar dong. kecuali ortunya punya hasil analisis dr bbrp psikolog di rumah sakit berbeda utk mematahkan tudingan npd atau psikopat itu td","saya cuma bingung, yang dimaksus analisa atau asumsi kebencian itu seperti apa mksdnya, karena dari yang saya tangkap, ipda verren cuma menyampaikan hasil dari analisa wawancaranya yang ditambah dengan contoh untuk menjelaskan analisa yang didapat, dan memakai sense bagi gw. selain itu kalau dulu memang gagal masuk tni lalu sekarang dipecat dengan data2 yang disampaikan ipda verren ya wajar dong. kecuali orang tuanya punya hasil analisis dari beberapa psikolog di rumah sakit berbeda untuk mematahkan tudingan npd atau psikopat itu tadi"
143.0,"eitss.. lebih parahnya, bukan lagi soal ga ada ijasah SMA bang, justru enggak pernah sekolah setara  SMA di Singapore penjelasannya 😂",Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isu ijazah atau riwayat pendidikan, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.

",,C4,21.0,133.0,"eitss.. lebih parahnya, bukan lagi soal ga ada ijasah sma bang, justru enggak pernah sekolah setara sma di singapore penjelasannya 😂","eitss.. lebih parahnya, bukan lagi soal ga ada ijasah sma bang, justru enggak pernah sekolah setara sma di singapore penjelasannya 😂","eitss.. lebih parahnya, bukan lagi soal tidak ada ijasah sama bang, justru tidak pernah sekolah setara sama di singapore penjelasannya 😂"
1484.0,"Seolah ada dendam politik, walau tdak ada bukti2 yg sah. Sepertinya  dipaksakan atau kriminalisasi  anak bangsa bpk. NADIM MAKARIM. Secepatnya dilepas dari tuduhan dendam bukan hukum yg sebenaranya.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Kritik atau opini negatif,,,,C1,28.0,198.0,"seolah ada dendam politik, walau tdak ada bukti2 yg sah. sepertinya dipaksakan atau kriminalisasi anak bangsa bpk. nadim makarim. secepatnya dilepas dari tuduhan dendam bukan hukum yg sebenaranya.","seolah ada dendam politik, walau tdak ada bukti2 yg sah. sepertinya dipaksakan atau kriminalisasi anak bangsa bpk. nadim makarim. secepatnya dilepas dari tuduhan dendam bukan hukum yg sebenaranya.","seolah ada dendam politik, walau tidak ada bukti-bukti yang sah. sepertinya dipaksakan atau kriminalisasi anak bangsa bpk. nadim makarim. secepatnya dilepas dari tuduhan dendam bukan hukum yang sebenaranya."
6589.0,"Gibran JUJUR   Aja  Pada Dirinya Sendiri. Kebohongan Ditutup Rapat2, Di Poles Setebal Mungkin, Tetep Akan TERBONGKAR  JUGA.",Ambigu atau konteks tidak cukup,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Menuduh Gibran menyembunyikan kebohongan.,,C3,17.0,123.0,"gibran jujur aja pada dirinya sendiri. kebohongan ditutup rapat2, di poles setebal mungkin, tetep akan terbongkar juga.","gibran jujur aja pada dirinya sendiri. kebohongan ditutup rapat2, di poles setebal mungkin, tetep akan terbongkar juga.","gibran jujur saja pada dirinya sendiri. kebohongan ditutup rapat2, di poles setebal mungkin, tetap akan terbongkar juga."
204.0,"Stop provokasi, jangan membuat natizen bigung, ayo kita ciptakan narasi bersahabat",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai isi komentar. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.
",,C0,11.0,82.0,"stop provokasi, jangan membuat natizen bigung, ayo kita ciptakan narasi bersahabat","stop provokasi, jangan membuat natizen bigung, ayo kita ciptakan narasi bersahabat","stop provokasi, jangan membuat natizen bigung, ayo kita ciptakan narasi bersahabat"
5327.0," @ferdyanlim9232  sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Mengandung ujaran kebencian terhadap kelompok berdasarkan agama dan etnis,,C3,66.0,471.0,"@ferdyanlim9232 sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.","sdh sangat jelas org"" china dan org"" kafir sangat benci dg umat islam dan tokoh umat islam,mereka terus saja framing umat islam dg framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dg syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yg sangat besar,dan polarisasi mereka jg diam saja.hancurkan partai psi yg rasis yg di dukung oleh oligarki,syiah dan anak keturunan pki.","sudah sangat jelas org"" china dan org"" kafir sangat benci dengan umat islam dan tokoh umat islam,mereka terus saja framing umat islam dengan framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dengan syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yang sangat besar,dan polarisasi mereka juga diam saja.hancurkan partai psi yang rasis yang di dukung oleh oligarki,syiah dan anak keturunan pki."
3856.0,ini kenyataan termul idiot,Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,C2,4.0,26.0,ini kenyataan termul idiot,ini kenyataan termul idiot,ini kenyataan termul idiot
1229.0,"NEGARA KITA PASTI AKAN MENJADI MAJU DAN HEBAT DI MATA DUNIA ASALKAN YANG MEMIMPIN ANAK2 ASLI PRIBUMI INDONESIA, JADI MARI KITA SEMUA RAKYAT BERSATU DAN BERTEKAT UNTUK MENJAGA NKRI KITA INI AGAR SELALU DI PIMPIN OLEH ANAK2 ASLI PRIBUMI INDONESIA MENJADI PRESIDEN SEPERTI SELAMA INI, KITA JANGAN SAMPAI LENGAH DENGAN ANAK2 KETURUNAN BANGSA LAIN WALAU PUN SUDAH MENJADI WNI KARNA MEREKA AKAN SANGAT BERAMBISI JUGA UNTUK MENJADI PEMIMPIN DI NKRI KITA INI, KITA ANAK2 BANGSA ASLI PRIBUMI INDONESIA HARUS SELALU BERSATU DAN BERGOTONG ROYONG UNTUK MENJAGA NKRI KITA AGAR JANGAN SAMPAI DI PIMPIN OLEH ANAK2 KETURUNAN BANGSA LAIN. MERDEKA 🇮🇩 KU.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,,,C3,101.0,636.0,"negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak2 asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak2 asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak2 keturunan bangsa lain walau pun sudah menjadi wni karna mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak2 bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak2 keturunan bangsa lain. merdeka 🇮🇩 ku.","negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak2 asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak2 asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak2 keturunan bangsa lain walau pun sudah menjadi wni karna mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak2 bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak2 keturunan bangsa lain. merdeka 🇮🇩 ku.","negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak-anak asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak-anak asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak-anak keturunan bangsa lain walau pun sudah menjadi wni karena mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak-anak bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak-anak keturunan bangsa lain. merdeka 🇮🇩 ku."
,yg kita takutnya itu teroris yang suda ada di tubuh TNI sama PORLI,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,C4,,,yg kita takutnya itu teroris yang suda ada di tubuh tni sama porli,yg kita takutnya itu teroris yang suda ada di tubuh tni sama porli,yang kita takutnya itu teroris yang sudah ada di tubuh tni sama porli
2300.0,Terburuk iya..,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"belum terlihat dengan pasti siapa atau apa yang menjadi sasaran komentar, sehingga klasifikasi hukumnya masih belum meyakinkan",,C4,2.0,14.0,terburuk iya..,terburuk iya..,terburuk iya..
5884.0,Bang Firli ini seorang Bandit atau Mafia yg betul betul profesor mafia,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,Menyebut individu sebagai bandit dan mafia.,,C3,12.0,70.0,bang firli ini seorang bandit atau mafia yg betul betul profesor mafia,bang firli ini seorang bandit atau mafia yg betul betul profesor mafia,bang firli ini seorang bandit atau mafia yang betul betul profesor mafia
7211.0," @sobatnu7078  INI ORANG DARI PARTAI SILIT IRENG SEJATINYA ANTI PANCASILA DAN ISLAMOPHOBIA, ORANG INI MENGATAKAN PARTAINYA MENOLAK SEGALA HUKUM YANG BERSUMBER DARI AGAMA. JADI ORANG INI KAYAK ATHEIS, BANYAK PENGAMAT MENYEBUTKAN BAHWA PSI ADALAH PARTAI PKI MUDA.

DAN TAUKAH ANDA BAHWA PARTAI INI JUGA MENDUKUNG LGBT DENGAN ALASAN HAM

BAGI UMAT ISLAM, PSI, KADER & ANGGOTA²NYA HARAM UNTUK DI PILIH ATAU DI JADIKAN PEMIMPIN.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,"Menuduh PSI anti-Pancasila, Islamofobia, PKI muda, dan menyerukan umat Islam tidak memilihnya.",,C3,64.0,423.0,"@sobatnu7078 ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini kayak atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin.","ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini kayak atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin.","ini orang dari partai silit ireng sejatinya anti pancasila dan islamophobia, orang ini mengatakan partainya menolak segala hukum yang bersumber dari agama. jadi orang ini mirip atheis, banyak pengamat menyebutkan bahwa psi adalah partai pki muda. dan taukah anda bahwa partai ini juga mendukung lgbt dengan alasan ham bagi umat islam, psi, kader & anggota²nya haram untuk di pilih atau di jadikan pemimpin."
7166.0,"Pemimpin PSI saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali Grac",Konten ofensif,Kritik atau opini negatif,,Kritik terhadap budaya politik PSI yang dianggap gemar mengghibah.,,C1,18.0,118.0,"pemimpin psi saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali grac","pemimpin psi saat ini kulturnya sdh terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali grac","pemimpin psi saat ini kulturnya sudah terbentuk oleh partai, kerja dan tugasnya mengghibah di publik, sayang sekali grac"
1381.0,"MBG gila banget sih, 1 orang vendor punya minimal 30 dapur! Gong bangettt!!

Baru setahun efek mbg emang udah kerasa bangettt, harga bahan pokok makin mahal. Ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!!

Apa itu gratis?! Kagak! Anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! Kocak si Wowo!

Stop juga BLT!",Konten ofensif,Konten ofensif,,,,C2,60.0,372.0,"mbg gila banget sih, 1 orang vendor punya minimal 30 dapur! gong bangettt!! baru setahun efek mbg emang udah kerasa bangettt, harga bahan pokok makin mahal. ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!! apa itu gratis?! kagak! anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! kocak si wowo! stop juga blt!","mbg gila banget sih, 1 orang vendor punya minimal 30 dapur! gong banget!! baru setahun efek mbg emang udah kerasa banget, harga bahan pokok makin mahal. ayam di kabupaten udah tembus 40ribu/kg, domisili jawa!! apa itu gratis?! kagak! anak sekolah dikasih makan ayam, tapi sodaranya yg gak sekolah dan orangtuanya gak mampu beli daging! kocak si wowo! stop juga blt!","mbg gila sekali sih, 1 orang vendor punya minimal 30 dapur! gong banget!! baru setahun efek mbg memang sudah kerasa banget, harga bahan pokok makin mahal. ayam di kabupaten sudah tembus 40ribu/kg, domisili jawa!! apa itu gratis?! kagak! anak sekolah dikasih makan ayam, tetapi sodaranya yang tidak sekolah dan orangtuanya tidak mampu beli daging! kocak si wowo! stop juga blt!"
7018.0,"Jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin Indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga",Ambigu atau konteks tidak cukup,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Tuduhan bahwa Jokowi menerapkan sistem yang menguntungkan oligarki.,,C3,27.0,212.0,"jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga","jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin indonesia dgn uang sebanyak mungkin nnt aku keruk kakayaan alamnya inilah yg diterapkan jokowidodo utk pejabatnya/termul2nya didukung sama 9 naga","jokowi,cara berpolitiknya seperti sistem cino,aku pancing pemimpin indonesia dengan uang sebanyak mungkin nanti saya keruk kakayaan alamnya inilah yang diterapkan jokowidodo untuk pejabatnya/termul2nya didukung sama 9 naga"
