Komentar_preprocessed,Kode Label,label
"jadi. point2 yang saya tangkap dari rapat ini adalah. 1. ipda. verren adalah seorang perwira muda yang baru lulus kuliah ilmu psikologi. 2. biasanya. orang kalau baru lulus pendidikan, pasti akan melakukan sesuai dengan apa yang dipelajari selama dia ikut pendidikan. 3. ipda. verren adalah seorang polwan yang masih muda, lulusan akpol, dan dimanapun tempat kerja.entah itu polisi, tni, asn, bahkan karyawan kantor, pekerja pabrik dsb. seorang junior pasti jujur dan tidak akan berani sama seniornya. kalau dia menyampaikan dengan raut wajah seperti itu, secara psikologi pasti dia mengutarakan suatu kebenaran sesuai data yang dia pernah pelajari selama ikut pendidikan. 4. siswa yang dipecat adalah anak dari mantan perwira ditubuh polri. 5. siswa yang dipecat dulunya pernah gagal dalam seleksi masuk tni. 6. siswa tersebut tidak lulus karena ada beberapa alasan yang tidak masuk kategori kelulusan. 7. siswa tersebut bukan dari keluarga sembarangan. 8. para petinggi polri khususnya polda jabar, menyampaikan hasil tes berbeda dengan hasil tes tim seleksi penerimaan calon siswa baru. 9. kenapa masalah seperti ini sampai disidangkan melalui anggota dewan? 10. dalam kasus ini, seorang polisi junior melawan anggota dpr dan keluarga polisi senior. 11. tidak ada keseimbangan antara lawan, ( dalam kasus ini yang bersangkutan adalah polisi junior, polisi senior, dan anggota dpr). inti dari rangkuman ini adalah siapa yang punya uang, akan memenangkan kasus. contoh kasus, dulu ada siswa sekolah yang masuk paskibraka nasional, dan bisa digantikan oleh siswa lain karena dia anak pejabat.",C1,1
makanya kalau ada caleg capres dan lain golput aja.. tidak guna kasih suara..,C0,0
tahun 2019 partai psi lumayan getol menghina dan memfitnah pak prabowo. sekarang ? jilat ludah sendiri,C2,2
"bang ada niatan bikin partai ga? coba kumpulkan orang-orang berkompeten dan bikin partai bang saya pilih dah. bagaimana ya kalau kita begini terus indonesia tidak akan berubah, kalau kita masuk ke partai yang sudah rusak sistemnya ya sama saja bang",C0,0
melihat md universe soal haji islam lebih details,C2,2
"semoga allah subhana saya ta'ala menyelamatkan indonesia dari niat busuk sekelompok yang hendak memecahbelah persatuan dan kerukunan rakyat dan semoga presiden joko widodo di beri kekuatan dan semoga presiden joko widodo selalu dalam perlindungan allah dari segala kejahatan fitnah propaganda keji dari para pendzolimnya , orang-orang jahat yang gila hendak berkuasa . amin amin amin ya rabbal ala'amiin",C0,0
salut buat pak zulkifli.bongkar semua bobrok pendusta rakyat kami dukung,C0,0
jangan lupa eko anda bisa duduk di kursi dpr atas suara saya.saya orang kapan sangat sedih melihat anda tifak empati terhadap rakyat,C1,1
betul sekali ibu mega sangat feodal dan dendamnya paling tinggi makanya banyak partai yang tidak nyaman bersama mrk..,C3,3
petruk,C4,4
pemerintah singapore paling jahat kerakyat indonesia karena mereka menampung duit koruptor asal indonesia,C3,3
"kami sebagai anak bangsa yang mencintai tanah air ri sangat sepemdapat dan sangat mendukung bapak h. ami rais , sehat selalu buat pak amin dan suarakan terus kebenaran demi keselamatan nkri",C0,0
kdm ❤ paling memahami yang di butuhkan masyarakat.. lihat jabar perkembanganya,C0,0
saya dari masa depan. negara ini makin kacau.,C1,1
betul,C4,4
bagi tni ini ini musibah untuk untuk doktrin anti komunis..,C1,1
sudah tidak waras bangsa di hancurkan sama mantan presiden nya sendiri sudah tidak warass😢,C1,1
"yang merusak asuharto, bakrie cs dan sibeye koruptor besar besaran🤣🤣",C3,3
mbak grace.bagi resepnya biar cepat jadi ketum dong! soalnya saya gagal terus jadi rt!!,C0,0
you are name -it8ce is kadrun.,C3,3
"kalau ganjar di ejek langsung muka jengkel , ketua partai gantikan anaknya jadi ketua partai itu lebih dinasti anggota dpr tidak berani ngesahkan perampasan aset korupsi tanpa perintah dari ketua partainya.",C1,1
"​ innalillahi,keras kepala,kepala batu.",C4,4
ini era penculik dan penipu oke gas,C2,2
betul saya setuju jangan sampai mirip oknum prajurit di papua sudah jadi prajurit malah membelot ke kkb,C0,0
"halo bang fery. indonesia termasuk negara yang paling religius agamais se dunia. fakta! korupsi dan ngembat dana uamat. luar biasa memalukan! masih lebih jujur taat hukum negara2 yang kurang peduli dengan agama! tokoh2 agama (semua agama) diam bae. tidak ada yang tereak2 menghujat, mengecam koruptor (misal korupsi di pertamina) dan pengembat dana umat. why..? why..? why..? ? menurut bang fery? tks.",C3,3
"mungkinkan end game yad menggelar townhall dengan tema memahami fenomena ""the termuls""?",C4,4
"waduh, informasi penting jatuh ke tangan antek antek aseng nih, anak buah jrot sorot?😅",C2,2
maling teriak maling yang merubah pancasila siapa trisila menjadi ekasila itu siapa disebut apa yang mau merubah pancasila itu siapa?,C2,2
"pki sangat berbahaya sekarang saja liat,, pebedaan sangat menyolok,, pki tidak senang islam,,mk nya hukum tidak adil,,islam didzolimi truus,",C3,3
"gila bung rocky, tom lembong, dan bung gita satu ruangan.",C0,0
"kalau dikatakan roy suryo pembohong/fitnah sj. coba tonton podcast2 yang narsumnya roy suryo. pasti akan anda temukan bahwa roy suryo ini konsisten dengan semua keterangan yang di berikan. cbb pikir, mana bisa bohong se lancar dan se detil itu. data/sumber2nya pun valid smw. bukan cuma katanya2 saja",C3,3
"kayaknya sudah dari dulu, cuma sekarang baru kebuka umum karena adanya mensos",C0,0
👍,C4,4
"lebih baik berprasangka baik, ketimbang berprasangka buruk, dosa.😀",C1,1
"hati hati dengan pikiran karena pikiran tak kelihatan baik buruknya, sedang fisik adalah yang keliahatan perbuatannya itulah perlunya kesadaran kita rakyat",C0,0
dengar kamu relawan budak ingusan sama pak ferdinan 😂,C4,4
"percuma kawan.. walau dia tidak dipilih rakyat.. tetapi kalau ada mandat dari ketua partai,dia bisa naik jadi wakil rakyat. selama yang di gantinya masih dalam 1 partai itu sendiri.. koreksi bila salah,kawan..,🙏 itulah kotornya demokrasi di konoha..",C1,1
"boro,, pecaya akhirat mungkin dia pikir akan hidup terus",C4,4
halah ferdinand oomongannya bohong,C3,3
"h sama ini konglomerat dermawan dan peduli sama orang bawah .., semoga beliau sehat selalu dan makin sukses🤲",C0,0
untung. kaesang anak presiden. bujtikan nanti psi kayak apa. apakah sekarang sudah terlihat aneh?,C1,1
lebih baik bubarkan untuk menghemat anggaran karena neg. kita sedang krisis ekonomi banyak kegiatan yang harus dipacu ! menkes kena semprot presiden,C0,0
"mungkin mbis mengganggap gibran jenius sehingga setelah selesai secondary school langsung bisa masuk universitas di inggris. apalagi dia pindah dari sampai kelas 2 indonesia ke secondary school singapura yang bahasa pengantarnya utama bahasa inggris dan bahasa kedua china, melayu dan tamil. hanya anak jenius yang cas cis cus bahasa inggris bisa menempuh dengan nilai tertinggi dan bisa langsung diterima di universitas inggris.",C3,3
"jika firly di pecat, bisa kita pastikan yang akan menggantikan bukan figur2 semacam novel baswedan, bambang wijoyanto, apalagi abdullah hehamahua! penggantinya bisa jadi orang-orang yang kualitasnya sama rendahnya, karena seperti biasanya, di rezim ini sangat sulit figur2 yang punya kredibilitas bisa menyapu bersih maling2 uang rakyat di lingkaran penguasa, tidak akan bisa mjd ketua kpk?!",C3,3
"​ bro, anda tanya king of edit bun yani, mengapa pidato ahok 1jam 48menit di edit menjadi 30detik yang diedit justru surat al-maidah 51 bahwa ahok sudah menista agama islam lalu di goreng-goreng oleh fpi hati pks dengan demo bersilit-silit sampai ahok dihukum 2,5tahun. luar biasa drama fpi hati pks sangat barbar hampir memecah belah bhinneka tunggal ika persatuan indonésia yang aneka ragam. salam nkri salam bhinneka tunggal ika salam pancasila",C3,3
pasti bapak kamu disana sedih melihat keturunan2 nya menghancurkan jerih payah beliau dulu. manusia jenis apa kamu ni.. azab menantimu bu! beratus juta rakyat kecil yang kamu sakiti!,C0,0
jokowi adalah satu-satunya orang di indonesia yang bisa merusak tatanan sendi kehidupan berbangsa dan bernegara di indonesia. dengan kelicikan nya.dan kekuasaannya.,C3,3
"senyum yang menyayat ulu hati. yang sabar ya pak jokowi . orang baik itu akan selalu di cintai banyak orang dimanapun, dengan cara apapun , dan dalam situasi apapun .",C0,0
"sok pintar,,tapi tidak terpakai.??😂",C0,0
"psi partaiku. prabowo gibran pilihan pilpres ku. gibran walikota tersukses, warga solo pun mengakuinya.",C2,2
​ -g7m kamu yang asli termul,C4,4
​ ya namanya orang gila pastilah jahat pak. sebab kalau tidak jahat tidak mungkin disebut gila 😅,C2,2
"baru kali ini saya melihat host madilog sampai mau menangis mendengar penjelasan narsum soal kehancuran yang bakal terjadi ke depan dengan menjual negara ke amerika,",C1,1
"luar biasa, dari pembicaraan di atas dapat dicatat bahwa setiap penanganan perkara di kpk bisa dilakukan negosiasi. dagang (menjual informasi) perkara juga sudah merupakan bagian dari negosiasi itu. entahlah.",C4,4
momentumnya mungkin dilihat sama dia tepat . jangan saja seperti ahy yang dia mau up tetapi momentum dan waktu yang salah padahal saya lihat ahy itu mumpuni,C4,4
buzzer 100m ya,C3,3
bilang teman anda yang singapore kejam nya sama rakyat konoha . ijazah kursus masakmu saja bisa jadi wapres,C2,2
"masih lebih baik komunis banyak jasa di negeri ini komunis membantu pembebasan irian barat ,membangun gbk hidup komunis ganyang kapbir",C0,0
bacot banget lu😂,C4,4
😊,C4,4
3 priode pale luu. mau bikin negara tambah miskin? tambah ancur?,C4,4
"ya . jejak digital ada. apakabar pak ganjar seperti nya tidak pernah terlihat ada layar.. kalau pak anis masih riwa riwi ya.. ucapain selamat, ikut muji pak prabowo juga😂.. terus katanya buat partai anak abah",C0,0
"kalau yang bicara termul orang-orang akar rumput tidak masalah,tapi ini negarawan loh tidak pantas kayaknya😂",C1,1
negara ini penuh demgan pembohong yang hanya akanemghancurkan negeri ini,C2,2
"betul ibu ini, menang snjata si mantan adalh kriminalisasi. begitu nyebut namanya pasti akan dipaksa dijebloskn ke penjara. rakyat semua sudah tau. persis seperti kasus hasto, tom l,",C3,3
16:30 bangkai kalau bicara suka benar 😆🤣 cocok ini min / editor jadikan short youtube,C2,2
"rombongan palsu memang bikin gaduh, luar biasa, gila",C2,2
terimakasih presidensby❤.,C0,0
"o begitu lah kira kira menurut prakontol,, nyuri uang negara boleh boleh saja asalkan jangan triliunan,,",C2,2
"mau bilang ""aneh"" tetapi kok sudah tidak ""aneh"" ya. deh kayak bebek; 1 bilang kwek kwek (salah) semua bilang kayak kwek . jurus ""ngikut"" tanpa ilmu,",C2,2
bro bukan sebaliknya siapa yang brlindung di balik syp.?,C4,4
"maka nya gas nya ada memegang sama aparat,mungkin takut ada lemparin kak si bahlul.",C2,2
setelah melihat podcast ini pikiran saya langsung terbuka lebar dan menyimpulkan bahwa pak nadiem adalah korban konspirasi & kriminalisasi dari elite politik busuk dan koruptor pemain lama yang terusik oleh kebijakan sistem digitalisasi di kemendiknas dimana anggaran pendidikan di indonesia 20% dari apbn & terbesar dibanding kementrian lain yang telah menjadi lahan basah dari para koruptor sejak lama dan dari sisi politik kasus ini sebenarnya dimunculkan untuk menyerang pak jokowi yang kebijakannya dikaitkan diera pemerintahan beliau karena isu ijazah palsu sudah memasuki fase akhir dan gagal total membuat citra pak jokowi terdegredasi dimata publik.kasus ini penuh dengan intrik busuk dan skenario besar yang melibatkan banyak pihak direpublik ini 😇😇,C3,3
amin ❤,C4,4
setuju. katanya prabowo membaca banyak buku tetapi hasilnya kok seperti ini.,C1,1
kumpulan kang. bacott,C2,2
"ini kayak nya karena kebodohan perabowo sebagai persiden, tetapi ambisi nya selangit, padahal bodoh sebener nya ,urusan luar negeri itu tidak mau meminta masukan dari para ahli anak negri, orang-orang terpilihan nya jokowi, menghancur kan ekonomi kita, ngeri🥵😡",C3,3
"karena ada presiden yang teriak ""hidup.!""",C0,0
"sudah sangat jelas org"" china dan org"" kafir sangat benci dengan umat islam dan tokoh umat islam,mereka terus saja framing umat islam dengan framing radikal,intoleran,teroris,anti pancasila dan mereka sangat benci dengan syariat islam,walau rezim pinokio fir'aun sangat kkn bagi"" kursi,anak,mantu,dan ipar mereka diam saja,hutang yang sangat besar,dan polarisasi mereka juga diam saja.hancurkan partai psi yang rasis yang di dukung oleh oligarki,syiah dan anak keturunan pki.",C3,3
"hensat itu ki paham lah arahnya , jangan jangan ngincar jabatanjuga , dia lupa ya kemarin kalau tidak pasangan dengan anak jokowi tidak mungkin prabowo menang saya yakin itu",C1,1
"aneh juga sih relawan ini kok bisa, sudah tidak jadi presiden kok masih ada saja relawan termul aneh juga 😢😢😂",C2,2
otak kamu klhtn mafia😅,C1,1
sedep benar intinya itu,C4,4
dongok,C4,4
diduga ada surat panggilan kpk.. bisa berhenti dengan di bayar😢😮,C2,2
"maciaveli dedengkot komunis.cuba berkata ,semua cara untuk mencapai tujuan di bolehkan walaupun mbunuh semua penghalang",C3,3
maksa sekali 😂,C4,4
"hanya orang bodoh bila anak muda dan orang tua yang berjiwa muda tidak mencoblos ""psi"" saat pileg 2024 nanti masa sih, kalian tidak muak sama partai-partai yang masih nongkrong di parlemen (dpr) selama sekian tahun itu psi sebuah partai yang bercita-cita seperti semua rakyat indonesia impikan. makanya cobloslah psi di tahun 2024 itu",C3,3
kasihan nadiem. speechless sama hukum di indonesia ini.. kacau.. suka suka jaksa penuntut.,C1,1
alhamdulillah.setidaknya ada saksi hidup langsung yang menjelaskan kronologi dan kebenaran yang ada 🙏🙏👍 dan jelas membuka fakta bahwa apa yang selama ini di bicarakan pendapat pendapat komen komen dari banyak orang adalah jelas fitnah keji terhadap presiden jokowi dan keluarga nya 👍👍 dari hal ini jelas jangan memilih paslon yang punya buzzer tukang fitnah tukang gubah yang berbicara di medsos tanpa suara hanya berdasarkan prasangka negatif menurut pribadi mereka . 🙏 pilih paslon yang santun tidak menjatuhkan lawan nya dengan fitnah dengan menyikut menjatuhkan .dan paslon yang paling santun hanya ada di no 2 . bersatu untuk maju 👍👍🙏,C1,1
anjir tidak punya ijazah sama dan s1 saja bisa jadi wapres. sedangkan banyak orang punya ijazah susah cari kerja.,C2,2
"yang mau maling maling saja yang mau korupsi ,korupsi saja . yang tidak mau bayar pajak tidak usah di bayar itu hak kita . sudah lah tidak usaah kasih hukum ,",C1,1
melihat jaln saja kayak sawah mju terus capres,C0,0
"lanjut atas, gusdur sendiri saat jadi presiden itu untungnya cepat-cepat digusur diturunkan mpr pimpinan amin rais. pelengseran gusdur di tahun 2001 itu memang wajar dan sudah seharusnya, untuk mencegah ri makin terpuruk nyungsep ke dasar jurang. persis seperti kejadian pelengseran sukarno tahun 1967. sukarno dan gusdur itu 11-12 : - sama-sama merehabilitasi & mencabut pelarangan pki (sukarno tahun 1952, gusdur tahun 20 tetapi gagal) - sama-sama membubarkan parlemen yang sah, hasil pemilu demokratis (sukarno lewat dekrit presiden 1959, gusdur gagal karena tidak didukung tni & masyarakat, kecuali pkb). - sama-sama diturunkan kekuasaannya lewat sidang istimewa mpr ri. -sama2 dikultuskan. dianggap sebagai wali atau manusia setengah dewa. orang-orang yang ngalamin sendiri masa-masa itu tidak akan lupa soal bagaimana carut marutnya kondisi sosial-ekonomi ri, saat gusdur menggantikan habibie. kondisi sosial ekonomi yang sebelumnya sudah mulai membaik & tertata lagi di era habibie (era habibie tercatat sebagai satu2 nya era kepresidenan dimana tidak ada skandal kkn di lingkaran istana), mundur kembali acak2an parah. nilai dollar yang sebelumnya berhasil dikendalikan habibie (dari rp16.800 ke rp 6.0 an) dalam waktu singkat, malah jadi melorot lagi terus-terusan hingga ke angka belasan ribu rupiah per dollar. skandal memalukan & kasus2 kkn kembali bermunculan (bulog gate, brunei gate, skandal asusila dengan binor ny. aryanti sitepu). baru juga setahun menjabat, sudah terkuak kasus korupsi di bulog. seorang suwondo, tukang pijit presiden bawaan gusdur dari kampung, bisa membobol duit negara puluhan miliar rupiah dengan melibatkan pejabat bulog. duit2 bulog tersebut mengalir ke orang-orang dekat gusdur. saat situasi ri dalam kondisi saling bunuh2an dan perang saudara berdarah dimana2 (ambon, poso, sampit-sanggau ledo, opm papua & aceh), gusdur malahan bikin geram rakyat dengan mengundang boysband top dunia dari irlandia ""westlife"", untuk konser di istana negara, memeriahkan acara pesta sweet seventeen anak bungsu nya dan teman-teman alaynya, yang berdandan heboh ala wibu shinjuku, pada pecicilan di istana negara . anak bungsu nya tersebut sekarang sudah dewasa dan di era jokowi sudah menjabat sebagai komisaris independen pt unilever indonesia. menyusul kakaknya yang jadi komisaris garuda indonesia. tambahan di era jokowi lalu, ketua pbnu bid inovasi strategis : yeny wahid & suaminya (yg seorang kader partai psi) pada menjabat sebagai komisaris tambang emas terbesar kedua setelah freeport : tambang tujuh bukit ""tumpang pitu"" di banyuwangi. tambang emas raksasa tersebut pemilik sahamnya mrpkn sindikasi oligarki2 kakap & keluarga taipan 9 naga. diatas kertas, seharusnya kota banyuwangi & prov jatim sekarang sudah jadi provinsi yang kayak dan kota yang ultra modern seperti dubai atau minimal seperti balikpapan. tetapi yang ada, hingga saat ini yang ramai di sana malah kelakuan2 sdm rendah ala prindavan lokal : dari mulai sound horeg, maling sapi, ""wisata religi"" ngalap barokah ke kuburan keramat, konser2 sholawat koplo, hingga tawuran antar bonek atau ormas/perguruan silit. .",C3,3
agung sukmawan.org tidak percaya tuhan kok dibanggain.wis salah kaprah benar,C3,3
"setuju bu ina. masalah hukum di indonesia makin parah, jadi jangan berharap ada keadilan.",C1,1
"astaga! 23 warga koja keracunan usai santap nasi kotak dari psi. warga rw 06, kelurahan koja, jakarta utara keracunan setelah menyantap nasi kotak yang dibagikan petugas partai solidaritas indonesia (psi) pada minggu (24/10/2021) sore. sebanyak 23 warga keracunan setelah menyantap nasi kotak yang berisi lauk telur, sayur buncis dan tempe orek dan dibawa di igd rumah sakit koja. saja",C2,2
